seed,threshold,tp,tn,fp,fn,sensitivity_recall,specificity,precision_ppv,npv,f1,accuracy,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,ece,sensitivity_at_specificity_0_90
17,0.47290483117103577,61,203,161,12,0.8356164383561644,0.5576923076923077,0.2747747747747748,0.9441860465116279,0.41355932203389834,0.6041189931350115,0.696654373024236,0.2934607402258412,0.7466129760650309,0.3876944928587945,0.21695241414593935,0.3035890625052376,"{'target_specificity': 0.9, 'sensitivity': 0.3835616438356164, 'achieved_specificity': 0.9065934065934066, 'threshold': 0.5900968313217163}"
42,0.49785417318344116,53,236,128,20,0.726027397260274,0.6483516483516484,0.292817679558011,0.921875,0.41732283464566927,0.6613272311212814,0.6871895228059612,0.28350739050824486,0.7206081589643234,0.36927672020805186,0.2185729262918955,0.30371134883342676,"{'target_specificity': 0.9, 'sensitivity': 0.3424657534246575, 'achieved_specificity': 0.9010989010989011, 'threshold': 0.6043118834495544}"
73,0.5172582864761353,46,284,80,27,0.6301369863013698,0.7802197802197802,0.36507936507936506,0.9131832797427653,0.4623115577889447,0.7551487414187643,0.705178383260575,0.3379156095430228,0.751129007978323,0.3998654036832676,0.2177699799100859,0.3058277413555905,"{'target_specificity': 0.9, 'sensitivity': 0.3287671232876712, 'achieved_specificity': 0.9065934065934066, 'threshold': 0.5579190254211426}"
