seed,threshold,tp,tn,fp,fn,sensitivity_recall,specificity,precision_ppv,npv,f1,accuracy,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,ece,sensitivity_at_specificity_0_90
17,0.5267149806022644,24,327,37,49,0.3287671232876712,0.8983516483516484,0.39344262295081966,0.8696808510638298,0.3582089552238806,0.8032036613272311,0.6135593858196597,0.24445915856780168,0.6625771488785187,0.35928016571475996,0.1618764155806124,0.14107965671689646,"{'target_specificity': 0.9, 'sensitivity': 0.3150684931506849, 'achieved_specificity': 0.9038461538461539, 'threshold': 0.5334251523017883}"
42,0.41792169213294983,63,173,191,10,0.863013698630137,0.47527472527472525,0.24803149606299213,0.9453551912568307,0.3853211009174312,0.540045766590389,0.6691442119524311,0.2557742709062138,0.7183125094083999,0.3781653900954247,0.20110333008018075,0.2719071787745784,"{'target_specificity': 0.9, 'sensitivity': 0.3013698630136986, 'achieved_specificity': 0.9038461538461539, 'threshold': 0.5436742901802063}"
73,0.4011276364326477,47,249,115,26,0.6438356164383562,0.6840659340659341,0.29012345679012347,0.9054545454545454,0.4,0.6773455377574371,0.6639507752521452,0.2532396694448927,0.7131943399066687,0.38218316753639303,0.16715153768848157,0.20503092267352332,"{'target_specificity': 0.9, 'sensitivity': 0.3698630136986301, 'achieved_specificity': 0.9010989010989011, 'threshold': 0.5211107134819031}"
