epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.06803175028947582,0.6763654141569052,0.6717427530659783,0.06119616202652045,0.7313713683576697,0.3574814603405716,5e-05,250
2,0.05407789586475858,0.8304856682851383,0.8383852457900263,0.04965350412906444,0.7511290079783229,0.39986540368326756,5e-05,500
3,0.048604555843709735,0.8703303420074161,0.8687218352986302,0.04954741289519472,0.7323122083396056,0.37843631529381594,5e-05,750
4,0.042255187785070716,0.9090853020978766,0.910929384354617,0.054479564184182296,0.719027547794671,0.35744207159507224,5e-05,1000
5,0.03642105105364952,0.9352348533308965,0.9338155345210554,0.06340880715021825,0.6985925033870239,0.3283064980421917,5e-05,1250
6,0.03026532112139149,0.9576743137779833,0.9528336509190289,0.06559116780348719,0.6940388378744543,0.3706357646362403,5e-05,1500
7,0.02533948548932224,0.9723654083160724,0.9695319804360805,0.07174729250661295,0.6725124190877616,0.33249283084045944,2.5e-05,1750
8,0.02204977087201194,0.9793162373674038,0.9774072712761236,0.08018699330139215,0.6711199759144963,0.31125760746183295,2.5e-05,2000
9,0.018805343918232045,0.9859156675266859,0.9837751517232644,0.10214318491058164,0.6594911937377691,0.3119894282069961,2.5e-05,2250
10,0.017177774133298185,0.9877163291070487,0.9855088507412035,0.10531758400664859,0.6739801294595814,0.31006460258840884,2.5e-05,2500
11,0.015076218579502249,0.99100766818625,0.9894796809160363,0.10277640810172399,0.6700286015354509,0.3208160324256263,1.25e-05,2750
12,0.014859643964654253,0.9908799330637289,0.9894404591718305,0.1077827756725746,0.6673942495860304,0.32094087196410326,1.25e-05,3000
