seed,threshold,tp,tn,fp,fn,sensitivity_recall,specificity,precision_ppv,npv,f1,accuracy,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,ece,sensitivity_at_specificity_0_90
17,0.5728225708007812,43,332,32,30,0.589041095890411,0.9120879120879121,0.5733333333333334,0.9171270718232044,0.5810810810810811,0.8581235697940504,0.7505645039891615,0.49576600961415473,0.7930528375733855,0.5948987801010046,0.13345451510065787,0.12893708990737626,"{'target_specificity': 0.9, 'sensitivity': 0.589041095890411, 'achieved_specificity': 0.9120879120879121, 'threshold': 0.5728225708007812}"
42,0.2683679759502411,38,314,50,35,0.5205479452054794,0.8626373626373627,0.4318181818181818,0.8997134670487106,0.4720496894409938,0.8054919908466819,0.691592653921421,0.35642398478596415,0.7349841938883035,0.5092806776552865,0.11690181225607396,0.0628655398247478,"{'target_specificity': 0.9, 'sensitivity': 0.4246575342465753, 'achieved_specificity': 0.9038461538461539, 'threshold': 0.3750135898590088}"
73,0.3559519946575165,41,305,59,32,0.5616438356164384,0.8379120879120879,0.41,0.9050445103857567,0.47398843930635837,0.7917620137299771,0.6997779617642632,0.3547927568310455,0.7536504591299111,0.5060013611593478,0.13948322524855908,0.09467492810422787,"{'target_specificity': 0.9, 'sensitivity': 0.3972602739726027, 'achieved_specificity': 0.9010989010989011, 'threshold': 0.5595780611038208}"
