epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.05365661520036513,0.8216118157968273,0.8261123320648095,0.053166813474975406,0.6726253198855937,0.34072396541312067,0.0001,250
2,0.029471190421877454,0.9559211977535782,0.9572744653266805,0.07563435160118055,0.73987656179437,0.4286381443164784,0.0001,500
3,0.014043473459904495,0.9908901799624369,0.9896771480025972,0.12598732132166282,0.715640523859702,0.38005374589839014,0.0001,750
4,0.005742267140567162,0.9983635985077983,0.9982378011945335,0.11998801693124206,0.7336670179135932,0.41630198307879945,0.0001,1000
5,0.004878390576632574,0.9989239696609705,0.9986900250149328,0.19743537995651272,0.6965979226253197,0.3746507767233143,0.0001,1250
6,0.0015285944350660603,0.9998999872227023,0.9998778345247351,0.19220631866709456,0.7229790757188018,0.4423191939924342,0.0001,1500
7,0.001764230646163095,0.9998936154546529,0.9998719441928966,0.30767892784144074,0.737279843444227,0.4556070929181991,0.0001,1750
8,0.0033322433883672927,0.9995638603238302,0.999467401476508,0.18829922021997483,0.7116889959355712,0.3975476177245071,0.0001,2000
9,0.0008918715274754226,0.9998635351849042,0.9998087251599685,0.32016367836566245,0.704839680867078,0.39814040900725445,0.0001,2250
10,0.005719182687493588,0.9989625492329083,0.9987561409967145,0.12366036429800929,0.7250865572783382,0.4074208514356692,0.0001,2500
11,0.003603395205379311,0.9993588307789604,0.9993149406165495,0.2681699221347964,0.7067213608309499,0.4597952760182109,0.0001,2750
12,0.0021692339547243495,0.9997489889834054,0.9996761352327561,0.1554808292693237,0.7388604546138792,0.49274763449842934,0.0001,3000
13,0.001298918924017923,0.99993491067313,0.9999215992050721,0.27136440166584475,0.6964473882282101,0.43742043400153363,0.0001,3250
14,0.000538775656757183,0.9999898737048469,0.9999876091173757,0.3138898065318188,0.7061944904410657,0.47517007862696753,0.0001,3500
15,0.0026369219847146345,0.9996586288151379,0.9996689856196515,0.23067795939384,0.7551934367002859,0.4384948930266482,0.0001,3750
16,0.0002743307612814122,0.9999962010120504,0.9999953314659196,0.2755756753572241,0.748005419238296,0.4603978315099712,0.0001,4000
17,0.0002527804703460272,0.9999977088801261,0.9999970364316959,0.3294680985625629,0.7332906819208188,0.4654269363984825,5e-05,4250
18,9.786604063141132e-06,1.0,1.0,0.29935927153701725,0.7417582417582418,0.4702633066708314,5e-05,4500
19,2.804241026837993e-06,1.0,1.0,0.29612955075649877,0.7423227457474032,0.470695200711728,5e-05,4750
20,1.5108543174126872e-05,1.0,1.0,0.25601412457654577,0.7513171759747103,0.46860566266846515,5e-05,5000
21,4.913662991160808e-06,1.0,1.0,0.27686136704699327,0.7489086256209543,0.4678958320225235,2.5e-05,5250
22,1.9789952182564255e-06,1.0,1.0,0.27937436534771026,0.7491720608158964,0.4674170311132069,2.5e-05,5500
