set_name,n_images,mean_adaptive_threshold,mean_nonblack_ratio,mean_raw_nonblack_ratio,mean_mean_nonblack,mean_std_nonblack,mean_entropy,mean_lap_var,mean_largest_component_frac,mean_cleaned_largest_component_frac,mean_top_border,mean_bottom_border
all_raw_2722_adaptive_metrics,2722,96.56455371050697,0.4345831916579247,0.4419118823766884,160.92824997571282,29.814215899503218,6.123966519654738,627.6259832136951,0.9127277350267134,0.9317821401636213,0.0,0.0
accepted_after_adaptive_filter,2247,81.86313822874945,0.5092363854116687,0.5088069493048022,152.19860570227365,32.1199106914675,6.108313138533056,581.8216579625699,0.9758928715197284,0.9848849477695749,0.0,0.0
selected_final_1361_adaptive_mask,1361,69.14344364437913,0.563285855665354,0.566868089035449,150.5557022158446,29.890978653278196,6.115511136475154,519.0422312437305,0.9980530867350742,0.998775092750019,0.0,0.0
rejected_by_adaptive_filter,475,166.1099865263158,0.08143429404810855,0.12546300787674752,202.22406193869764,18.907066009937417,6.1980152509819435,844.3045491911236,0.6139233946060729,0.6805779113413514,0.0,0.0
