epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.05614733957164708,0.5907574576211878,0.21933006870741867,0.05296923625080482,0.675146771037182,0.296367590373972,0.0001,250
2,0.043026511104217215,0.8170413030926054,0.511015352447346,0.07486367509732325,0.700323648953786,0.3390827490545649,0.0001,500
3,0.016926284857598114,0.9764013337052111,0.9109948191739436,0.12670646869530583,0.7215113653469818,0.46246645009905374,0.0001,750
4,0.004194922864784115,0.9985804108887968,0.9939926011483419,0.1531597600410132,0.7090922775854283,0.3800005101661764,0.0001,1000
5,0.0023795715590387055,0.9994699388297225,0.9975696029286694,0.17391369335527332,0.747403281649857,0.4727727631708616,0.0001,1250
6,0.0032425671087683936,0.9989042618565646,0.9971498324729483,0.21094119210460582,0.6686361583621857,0.4110967317822434,0.0001,1500
7,0.003828041116093686,0.9987772883840826,0.9949059154385964,0.21415581866921554,0.7493602288122836,0.500886695734616,0.0001,1750
8,0.004561137153343253,0.9985323465936631,0.9938471768251217,0.1653108106067221,0.690124943549601,0.3547556717536877,0.0001,2000
9,0.0013382276183650514,0.999752611697513,0.9991449550913222,0.20434133280620742,0.7514300767725425,0.44273311834392537,0.0001,2250
10,0.00018333023567543424,0.9999981816363455,0.9999908380808418,0.2143046555816988,0.7414571729640222,0.4407692605194804,0.0001,2500
11,0.004083013876938277,0.9982756651359231,0.9952709662313539,0.2039131876571065,0.7387475538160471,0.43588967198619355,0.0001,2750
12,0.0003990781220406969,0.9999899868281276,0.9999493760008955,0.21596267274210604,0.7260273972602739,0.39371998762025406,5e-05,3000
13,4.7497492861188584e-05,1.0,1.0,0.2142972044269589,0.7466506096643083,0.436286787140462,5e-05,3250
14,8.16971497321604e-06,1.0,1.0,0.2346819722082087,0.7435646545235586,0.440204527486752,5e-05,3500
15,6.547812403054099e-06,1.0,0.9999999999999999,0.2459755119139794,0.7432635857293391,0.4369452215025361,5e-05,3750
16,5.11549150470096e-06,1.0,1.0,0.24908342474660267,0.7460484720758692,0.4435730442778837,2.5e-05,4000
17,4.246072225439487e-06,1.0,1.0,0.2198223054206033,0.7492096944151738,0.44237863150092327,2.5e-05,4250
