epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5634492635726929,0.6202130317687988,9.999999747378752e-06,0.12970197200775146,0.22030456364154816,0.6382352709770203,0.44622424244880676,0.6463758945465088,0.11918087303638458,0.20761245489120483,0.8219178318977356
1,0.5908868312835693,0.6519642472267151,9.999999747378752e-06,0.12028331309556961,0.23585912585258484,0.6499999761581421,0.5125858187675476,0.6353116035461426,0.1082935556769371,0.21074379980564117,0.698630154132843
2,0.5879470705986023,0.6300091743469238,9.999999747378752e-06,0.12102507054805756,0.2182227224111557,0.570588231086731,0.6613272428512573,0.6288386583328247,0.10252521932125092,0.24137930572032928,0.4794520437717438
3,0.6232239007949829,0.657404899597168,9.999999747378752e-06,0.11598940938711166,0.24970827996730804,0.6294117569923401,0.6842105388641357,0.6081777811050415,0.10380716621875763,0.22689075767993927,0.36986300349235535
4,0.6144046783447266,0.6479432582855225,4.999999873689376e-06,0.11903376877307892,0.24041812121868134,0.6088235378265381,0.6338672637939453,0.6342579126358032,0.10302509367465973,0.20805369317531586,0.42465752363204956
5,0.6242038011550903,0.6712219715118408,4.999999873689376e-06,0.11487746238708496,0.24733728170394897,0.6147058606147766,0.6178489923477173,0.6258279085159302,0.10396990925073624,0.23295454680919647,0.5616438388824463

 
