epoch,loss,auc,val_loss,val_auc
1,0.06797666133001999,0.8213288225046015,0.05975722018586689,0.5946485021827488
2,0.04652857711174028,0.8867709032318086,0.057224082762644,0.6461688995935572
3,0.04358552602469606,0.9035806116934864,0.06450923591920385,0.6256209543880777
4,0.03754618424803965,0.9292623895798499,0.06715505833586238,0.644776456420292
5,0.03256484355294594,0.9468651408686681,0.09242736000900138,0.6368357669727532
6,0.02622286162620026,0.966715106044912,0.08151175137992854,0.6490666867379196
7,0.01887827702999982,0.983370843453148,0.10564177568567154,0.6271262983591751
8,0.01610204053761822,0.9881350386935337,0.15494777663723827,0.6259220231822972
9,0.011754563167751595,0.9937846028381008,0.16954027043412562,0.6016483516483516
10,0.0062916541250834365,0.9984766904226046,0.22802597781199987,0.613013698630137
11,0.003709033172021413,0.9994559406669931,0.21341814321531857,0.6045837723919916
