epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.054895641896318605,0.6081644993409699,0.2308040268860702,0.05129660119556181,0.743940990516333,0.4394081785207014,0.0001,250
2,0.03993713324542015,0.8465836423003715,0.5570097649433549,0.06314809401295823,0.7301294595815144,0.38710865442577236,0.0001,500
3,0.012410492186834958,0.9872932531560279,0.9518151773008199,0.2077836451308218,0.735812133072407,0.40983367720477015,0.0001,750
4,0.003329215559975856,0.9990624101523634,0.9961329318688804,0.16552174761100166,0.7253876260725577,0.43289301078342834,0.0001,1000
5,0.006197338349721797,0.9971034622484354,0.9890569521476568,0.23934435596652553,0.6757489086256209,0.349279356669177,0.0001,1250
6,0.0012233322780354765,0.9998606040341238,0.9994054465391623,0.2041286825683518,0.704049375282252,0.4139056411526701,5e-05,1500
7,4.877322726668516e-05,1.0,1.0,0.2387300601054049,0.7071729640222791,0.41687718270099194,5e-05,1750
8,1.8069631817764468e-05,1.0,1.0,0.24516442628287047,0.7079632696071052,0.4281679065153162,5e-05,2000
9,1.2250359796120031e-05,1.0,1.0,0.25377263695371427,0.7102589191630287,0.42865968285361844,5e-05,2250
10,1.1512508343746896e-05,1.0,0.9999999999999999,0.24676758127530915,0.7185383110040645,0.429111361978768,2.5e-05,2500
11,8.3467365886423e-06,1.0,0.9999999999999999,0.24927251689874347,0.7191028149932259,0.42768053154130414,2.5e-05,2750
