epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.05959394722001727,0.8044755845860312,0.8404919573528316,0.05725055363123013,0.597696823724221,0.21661641513113133,5e-05,250
2,0.039893276202242915,0.9084019626010507,0.9355107999363925,0.05315190331596941,0.6637061568568418,0.25756645420992164,5e-05,500
3,0.035638430346555276,0.9277510777526575,0.9475984565084694,0.050605198440890016,0.7075116664157759,0.2937709607745843,5e-05,750
4,0.033148002783260945,0.9392327986598052,0.9559271377971329,0.04987925791460807,0.7174093030257414,0.35391951882045347,5e-05,1000
5,0.03069263800668997,0.9484774672372795,0.9614863859081207,0.04879480020678016,0.7359626674695168,0.38645564632177676,5e-05,1250
6,0.027306715444357144,0.9612840698655573,0.970264176450081,0.054759563524403886,0.6898238747553815,0.3574300096437587,5e-05,1500
7,0.02463894909010845,0.9696117447038999,0.975656853910103,0.05840801513270055,0.6988559385819659,0.35986069265649157,5e-05,1750
8,0.021993249409930464,0.9764714393578636,0.9806998034278542,0.0646464282335624,0.6707812735209996,0.31614160892394866,5e-05,2000
9,0.018243971575960017,0.9849777879640755,0.9871860151385173,0.06935945356976522,0.6626147824777961,0.33300715297495576,5e-05,2250
10,0.015359256281547759,0.9898263726679821,0.9910976628505184,0.07620931982789488,0.6765768478097245,0.3440235578605425,2.5e-05,2500
11,0.014429806288481915,0.9912503959139424,0.9925763073922574,0.07476956493624015,0.6846304380550955,0.35351059044682615,2.5e-05,2750
12,0.011604770114220973,0.9947664026672766,0.9953592641185856,0.09234684213433304,0.6653996688243263,0.3188528079679076,2.5e-05,3000
13,0.010449269929708158,0.996010409872427,0.9964056578483826,0.09858488178976067,0.6526042450699985,0.31996051556963884,2.5e-05,3250
14,0.009780872708445803,0.996301964328343,0.9966156725544825,0.10068603100370214,0.6547117266295348,0.3302132435977956,1.25e-05,3500
15,0.009069017291770438,0.9969105859041674,0.9971522520313635,0.10322762204832835,0.6552009634201414,0.32040168836645483,1.25e-05,3750
