epoch,loss,auc,val_loss,val_auc
1,0.07374420960723366,0.8205341615240738,0.06647979585747969,0.7165437302423603
2,0.05997967073326661,0.83200127024062,0.06371433761831825,0.7039364744844199
3,0.057567403850630756,0.833217176202879,0.06257371367456166,0.7002860153545084
4,0.05624244413892937,0.836022706895049,0.06141822017916826,0.6994580761704049
5,0.053633183914305355,0.8434741388148747,0.0572686195544029,0.6966731898238748
6,0.053207090840528874,0.8445265608158417,0.05767588399231297,0.696522655426765
