epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.05587847936210882,0.5581937604247885,0.19546748134197311,0.051719433442610624,0.7080009032063826,0.2928529469438146,5e-05,250
2,0.05154938674155196,0.6908565957775943,0.31517468693564277,0.050751538457054844,0.7063826584374528,0.3413500645290859,5e-05,500
3,0.048438275210053706,0.7475268325133069,0.39158244897736716,0.05007342485289006,0.709844949570977,0.37960145901244,5e-05,750
4,0.04433583712166573,0.8066190627056271,0.49477754602064056,0.05126449290995467,0.7147373174770435,0.3696820022857947,5e-05,1000
5,0.0391984280355549,0.8590976007567531,0.6112565025732428,0.05570904665905769,0.7131943399066687,0.38218316753639303,5e-05,1250
6,0.03105460958974704,0.9189395514025448,0.7521808540992786,0.09062668708423728,0.6400346229113352,0.31234668496099555,5e-05,1500
7,0.026006434050279244,0.9462435320327565,0.8241957218702716,0.095036875942479,0.6533569170555471,0.31541668105637394,5e-05,1750
8,0.01970699468509553,0.9715231462300895,0.8983951462436467,0.12196906361924975,0.6246424808068644,0.2614815778699487,5e-05,2000
9,0.01655430453154241,0.9791253976286871,0.9228775419134305,0.13759520612614445,0.6233629384314316,0.29157552103653406,5e-05,2250
10,0.013406724869274769,0.9868239096636936,0.9547447912596793,0.11795897581092417,0.6369486677705856,0.2894386129409974,2.5e-05,2500
11,0.011570759089964503,0.9908013738917401,0.968567924667643,0.14907808658545432,0.6091374379045612,0.28788237474810807,2.5e-05,2750
12,0.010020852481002665,0.993491893427081,0.9747252973338227,0.13675726096846966,0.6334863766370615,0.32017099508271263,2.5e-05,3000
13,0.009408618373797044,0.9937711241700977,0.9770088383392227,0.14392392282337974,0.6254327863916905,0.318181098590794,2.5e-05,3250
14,0.008184136941538266,0.9956013600813587,0.983451801424428,0.16580714850986986,0.6232876712328766,0.29398352746278544,1.25e-05,3500
15,0.007219045147224663,0.9967491595575477,0.9880283805358409,0.19700539074156187,0.6104546138792714,0.28064004920210944,1.25e-05,3750
