path,experiment_id,architecture,dataset_variant,stage,regime,generator,training_policy,seeds,dataset_status,checkpoint_legacy_available,training_required,validation_available,test_allowed,compile_status,dry_run_status,generator_ownership,note_blocker
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_FULL_04_sd21_lora.ipynb,mammofm__RSB_FULL_04_sd21_lora,mammofm,RSB_FULL_04_sd21_lora,1,full_available,04_sd21_lora,mammofm_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSB_FULL_04_sd21_lora is blocked: runtime dataset resolution failed: variant RSB_FULL_04_sd21_lora: only 1361 synthetic files on disk for 04_sd21_lora/negative (metrics_declared_directory), need 2722"
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_CONTROLLED_04_sd21_lora.ipynb,mammofm__RSP_CONTROLLED_04_sd21_lora,mammofm,RSP_CONTROLLED_04_sd21_lora,1,controlled,04_sd21_lora,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_CONTROLLED_06_ldm_extra1361_fromscratch.ipynb,mammofm__RSB_CONTROLLED_06_ldm_extra1361_fromscratch,mammofm,RSB_CONTROLLED_06_ldm_extra1361_fromscratch,1,controlled,06_ldm_extra1361_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_FULL_06_ldm_extra1361_fromscratch.ipynb,mammofm__RSB_FULL_06_ldm_extra1361_fromscratch,mammofm,RSB_FULL_06_ldm_extra1361_fromscratch,1,full_available,06_ldm_extra1361_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_CONTROLLED_06_ldm_extra1361_fromscratch.ipynb,mammofm__RSP_CONTROLLED_06_ldm_extra1361_fromscratch,mammofm,RSP_CONTROLLED_06_ldm_extra1361_fromscratch,1,controlled,06_ldm_extra1361_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_CONTROLLED_07_ldm_sdvae_extra1361.ipynb,mammofm__RSB_CONTROLLED_07_ldm_sdvae_extra1361,mammofm,RSB_CONTROLLED_07_ldm_sdvae_extra1361,1,controlled,07_ldm_sdvae_extra1361,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_FULL_07_ldm_sdvae_extra1361.ipynb,mammofm__RSB_FULL_07_ldm_sdvae_extra1361,mammofm,RSB_FULL_07_ldm_sdvae_extra1361,1,full_available,07_ldm_sdvae_extra1361,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_CONTROLLED_07_ldm_sdvae_extra1361.ipynb,mammofm__RSP_CONTROLLED_07_ldm_sdvae_extra1361,mammofm,RSP_CONTROLLED_07_ldm_sdvae_extra1361,1,controlled,07_ldm_sdvae_extra1361,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch.ipynb,mammofm__RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch,mammofm,RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch,1,controlled,08_ldm_v3_sdvae_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSB_FULL_08_ldm_v3_sdvae_fromscratch.ipynb,mammofm__RSB_FULL_08_ldm_v3_sdvae_fromscratch,mammofm,RSB_FULL_08_ldm_v3_sdvae_fromscratch,1,full_available,08_ldm_v3_sdvae_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch.ipynb,mammofm__RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch,mammofm,RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch,1,controlled,08_ldm_v3_sdvae_fromscratch,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_CONTROLLED_05_ldm_basic_fromscratch.ipynb,mammofm__RSP_CONTROLLED_05_ldm_basic_fromscratch,mammofm,RSP_CONTROLLED_05_ldm_basic_fromscratch,1,controlled,05_ldm_basic_fromscratch,mammofm_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSP_CONTROLLED_05_ldm_basic_fromscratch is blocked: runtime dataset resolution failed: variant RSP_CONTROLLED_05_ldm_basic_fromscratch: only 0 synthetic files on disk for 05_ldm_basic_fromscratch/positive (no_candidates_found), need 1361"
notebooks/3_classifiers_matrix/mammofm/MFM_RSP_FULL_05_ldm_basic_fromscratch.ipynb,mammofm__RSP_FULL_05_ldm_basic_fromscratch,mammofm,RSP_FULL_05_ldm_basic_fromscratch,1,full_available,05_ldm_basic_fromscratch,mammofm_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSP_FULL_05_ldm_basic_fromscratch is blocked: runtime dataset resolution failed: variant RSP_FULL_05_ldm_basic_fromscratch: only 0 synthetic files on disk for 05_ldm_basic_fromscratch/positive (no_candidates_found), need 1361"
notebooks/3_classifiers_matrix/mammofm/MFM_RS_PARTIAL_G02.ipynb,mammofm__RS_PARTIAL_G02,mammofm,RS_PARTIAL_G02,1,not_applicable,02_sd21_filtered_100steps,mammofm_standard,"17,42,73",READY,True,False,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_RS_FULL_G02.ipynb,mammofm__RS_FULL_G02,mammofm,RS_FULL_G02,1,not_applicable,02_sd21_filtered_100steps,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/mammofm/MFM_SYNTHETIC_ONLY_PARTIAL_G02.ipynb,mammofm__SYNTHETIC_ONLY_PARTIAL_G02,mammofm,SYNTHETIC_ONLY_PARTIAL_G02,1,not_applicable,02_sd21_filtered_100steps,mammofm_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_R.ipynb,raddino__R,raddino,R,1,not_applicable,,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RA.ipynb,raddino__RA,raddino,RA,1,not_applicable,,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_01_sd21_baseline_50steps.ipynb,raddino__RSB_CONTROLLED_01_sd21_baseline_50steps,raddino,RSB_CONTROLLED_01_sd21_baseline_50steps,1,controlled,01_sd21_baseline_50steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_01_sd21_baseline_50steps.ipynb,raddino__RSB_FULL_01_sd21_baseline_50steps,raddino,RSB_FULL_01_sd21_baseline_50steps,1,full_available,01_sd21_baseline_50steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_01_sd21_baseline_50steps.ipynb,raddino__RSP_CONTROLLED_01_sd21_baseline_50steps,raddino,RSP_CONTROLLED_01_sd21_baseline_50steps,1,controlled,01_sd21_baseline_50steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_02_sd21_filtered_100steps.ipynb,raddino__RSB_CONTROLLED_02_sd21_filtered_100steps,raddino,RSB_CONTROLLED_02_sd21_filtered_100steps,1,controlled,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_02_sd21_filtered_100steps.ipynb,raddino__RSB_FULL_02_sd21_filtered_100steps,raddino,RSB_FULL_02_sd21_filtered_100steps,1,full_available,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_02_sd21_filtered_100steps.ipynb,raddino__RSP_CONTROLLED_02_sd21_filtered_100steps,raddino,RSP_CONTROLLED_02_sd21_filtered_100steps,1,controlled,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_03_sd21_vae_finetuned.ipynb,raddino__RSB_CONTROLLED_03_sd21_vae_finetuned,raddino,RSB_CONTROLLED_03_sd21_vae_finetuned,1,controlled,03_sd21_vae_finetuned,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_03_sd21_vae_finetuned.ipynb,raddino__RSB_FULL_03_sd21_vae_finetuned,raddino,RSB_FULL_03_sd21_vae_finetuned,1,full_available,03_sd21_vae_finetuned,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_03_sd21_vae_finetuned.ipynb,raddino__RSP_CONTROLLED_03_sd21_vae_finetuned,raddino,RSP_CONTROLLED_03_sd21_vae_finetuned,1,controlled,03_sd21_vae_finetuned,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_04_sd21_lora.ipynb,raddino__RSB_CONTROLLED_04_sd21_lora,raddino,RSB_CONTROLLED_04_sd21_lora,1,controlled,04_sd21_lora,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_04_sd21_lora.ipynb,raddino__RSB_FULL_04_sd21_lora,raddino,RSB_FULL_04_sd21_lora,1,full_available,04_sd21_lora,raddino_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSB_FULL_04_sd21_lora is blocked: runtime dataset resolution failed: variant RSB_FULL_04_sd21_lora: only 1361 synthetic files on disk for 04_sd21_lora/negative (metrics_declared_directory), need 2722"
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_04_sd21_lora.ipynb,raddino__RSP_CONTROLLED_04_sd21_lora,raddino,RSP_CONTROLLED_04_sd21_lora,1,controlled,04_sd21_lora,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_06_ldm_extra1361_fromscratch.ipynb,raddino__RSB_CONTROLLED_06_ldm_extra1361_fromscratch,raddino,RSB_CONTROLLED_06_ldm_extra1361_fromscratch,1,controlled,06_ldm_extra1361_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_06_ldm_extra1361_fromscratch.ipynb,raddino__RSB_FULL_06_ldm_extra1361_fromscratch,raddino,RSB_FULL_06_ldm_extra1361_fromscratch,1,full_available,06_ldm_extra1361_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_06_ldm_extra1361_fromscratch.ipynb,raddino__RSP_CONTROLLED_06_ldm_extra1361_fromscratch,raddino,RSP_CONTROLLED_06_ldm_extra1361_fromscratch,1,controlled,06_ldm_extra1361_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_07_ldm_sdvae_extra1361.ipynb,raddino__RSB_CONTROLLED_07_ldm_sdvae_extra1361,raddino,RSB_CONTROLLED_07_ldm_sdvae_extra1361,1,controlled,07_ldm_sdvae_extra1361,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_07_ldm_sdvae_extra1361.ipynb,raddino__RSB_FULL_07_ldm_sdvae_extra1361,raddino,RSB_FULL_07_ldm_sdvae_extra1361,1,full_available,07_ldm_sdvae_extra1361,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_07_ldm_sdvae_extra1361.ipynb,raddino__RSP_CONTROLLED_07_ldm_sdvae_extra1361,raddino,RSP_CONTROLLED_07_ldm_sdvae_extra1361,1,controlled,07_ldm_sdvae_extra1361,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch.ipynb,raddino__RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch,raddino,RSB_CONTROLLED_08_ldm_v3_sdvae_fromscratch,1,controlled,08_ldm_v3_sdvae_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSB_FULL_08_ldm_v3_sdvae_fromscratch.ipynb,raddino__RSB_FULL_08_ldm_v3_sdvae_fromscratch,raddino,RSB_FULL_08_ldm_v3_sdvae_fromscratch,1,full_available,08_ldm_v3_sdvae_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch.ipynb,raddino__RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch,raddino,RSP_CONTROLLED_08_ldm_v3_sdvae_fromscratch,1,controlled,08_ldm_v3_sdvae_fromscratch,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RSP_CONTROLLED_05_ldm_basic_fromscratch.ipynb,raddino__RSP_CONTROLLED_05_ldm_basic_fromscratch,raddino,RSP_CONTROLLED_05_ldm_basic_fromscratch,1,controlled,05_ldm_basic_fromscratch,raddino_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSP_CONTROLLED_05_ldm_basic_fromscratch is blocked: runtime dataset resolution failed: variant RSP_CONTROLLED_05_ldm_basic_fromscratch: only 0 synthetic files on disk for 05_ldm_basic_fromscratch/positive (no_candidates_found), need 1361"
notebooks/3_classifiers_matrix/raddino/RAD_RSP_FULL_05_ldm_basic_fromscratch.ipynb,raddino__RSP_FULL_05_ldm_basic_fromscratch,raddino,RSP_FULL_05_ldm_basic_fromscratch,1,full_available,05_ldm_basic_fromscratch,raddino_standard,"17,42,73",BLOCKED,False,True,False,False,PASS,BLOCKED,scripts/create_classifier_matrix_notebooks.py,"RuntimeError: dataset RSP_FULL_05_ldm_basic_fromscratch is blocked: runtime dataset resolution failed: variant RSP_FULL_05_ldm_basic_fromscratch: only 0 synthetic files on disk for 05_ldm_basic_fromscratch/positive (no_candidates_found), need 1361"
notebooks/3_classifiers_matrix/raddino/RAD_RS_PARTIAL_G02.ipynb,raddino__RS_PARTIAL_G02,raddino,RS_PARTIAL_G02,1,not_applicable,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,True,False,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_RS_FULL_G02.ipynb,raddino__RS_FULL_G02,raddino,RS_FULL_G02,1,not_applicable,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
notebooks/3_classifiers_matrix/raddino/RAD_SYNTHETIC_ONLY_PARTIAL_G02.ipynb,raddino__SYNTHETIC_ONLY_PARTIAL_G02,raddino,SYNTHETIC_ONLY_PARTIAL_G02,1,not_applicable,02_sd21_filtered_100steps,raddino_standard,"17,42,73",READY,False,True,False,False,PASS,PLAN_PASS,scripts/create_classifier_matrix_notebooks.py,
