epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5335620045661926,0.5364500284194946,0.9012645483016968,0.18125000596046448,0.5117647051811218,0.20137299597263336,0.5011478066444397,1.5063449144363403,0.169856458902359,0.9726027250289917
1,0.5595296621322632,0.5832953453063965,0.803377091884613,0.20423279702663422,0.5676470398902893,0.46224257349967957,0.576038658618927,0.9859548807144165,0.19548872113227844,0.7123287916183472
2,0.5516903400421143,0.5744216442108154,0.787695586681366,0.19512194395065308,0.5411764979362488,0.6041190028190613,0.6031913757324219,0.7405326962471008,0.21264368295669556,0.5068492889404297
3,0.5815776586532593,0.6052036285400391,0.754852294921875,0.21188341081142426,0.5558823347091675,0.43707093596458435,0.6570073366165161,0.8461052775382996,0.21639344096183777,0.9041095972061157
4,0.5546301007270813,0.5888612270355225,0.7532592415809631,0.19830328226089478,0.550000011920929,0.766590416431427,0.5864256024360657,0.5920639038085938,0.2542372941970825,0.2054794579744339
5,0.5771680474281311,0.6075050830841064,0.7432184219360352,0.2123212367296219,0.5676470398902893,0.6681922078132629,0.6058444976806641,0.6655021905899048,0.23134328424930573,0.42465752363204956
6,0.5899069309234619,0.632009744644165,0.7191764116287231,0.22541436553001404,0.6000000238418579,0.6430205702781677,0.5966054797172546,0.7004287838935852,0.22516556084156036,0.465753436088562
7,0.5717785358428955,0.6169934868812561,0.7297875881195068,0.21351931989192963,0.5852941274642944,0.6567505598068237,0.6033042669296265,0.6715564727783203,0.23076923191547394,0.45205479860305786
8,0.5928466320037842,0.642191469669342,0.708440899848938,0.22812846302986145,0.6058823466300964,0.5148741602897644,0.6004628539085388,0.7440181374549866,0.1991342008113861,0.6301369667053223
9,0.6031357049942017,0.6474409699440002,0.7065200209617615,0.22610722482204437,0.570588231086731,0.6864988803863525,0.6071992516517639,0.6149715185165405,0.19230769574642181,0.27397260069847107
10,0.62616366147995,0.6623699069023132,0.6958203315734863,0.24970413744449615,0.6205882430076599,0.5629290342330933,0.6356503367424011,0.7584030032157898,0.23423422873020172,0.7123287916183472
