epoch,loss,auc,val_loss,val_auc
1,0.6822611225036813,0.6871589982454965,0.586682501046554,0.5197576396206534
2,0.6064304046290321,0.7724180485571857,0.5890285641432355,0.6105298810778264
3,0.5571344751666909,0.8139695826855066,0.5774774510473081,0.576509107331025
4,0.49918907531380097,0.8556946107770057,0.570654795153463,0.5683049826885443
5,0.46032006195748776,0.8792939305798503,0.5699393365966919,0.5781273520999548
6,0.4108888691021624,0.9063631896580074,0.6009117986844934,0.6001053740779768
7,0.3607237056147654,0.9299296830347509,0.6289099377134572,0.5802724672587686
8,0.32035640460045595,0.9460272342913849,0.6574721262711409,0.5832831552009633
9,0.27730071290840475,0.9610272907024278,0.7375395026577964,0.5245371067288875
