epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.05435244055665916,0.6243197949080301,0.2542033823611505,0.052473231237935805,0.7036730392894776,0.30851877256583343,0.0001,250
2,0.04267789648867716,0.8163993066498582,0.5219923063066496,0.05463636081742477,0.7458979376787596,0.3701355891127111,0.0001,500
3,0.017107574236245125,0.9753567402230496,0.9196629604283121,0.10899093591137118,0.7083019720006021,0.3756317428553122,0.0001,750
4,0.005064180831281209,0.9978755838090295,0.9903986083613437,0.21272966833569396,0.7350218274875809,0.3752971669537884,0.0001,1000
5,0.004130701269196254,0.9986647551455446,0.9940340101070816,0.18063604374931916,0.694528074665061,0.36687995094417125,0.0001,1250
6,0.0031542675510169214,0.9991619211637246,0.9965295930538867,0.21904858866261875,0.7126674695167846,0.38183529145430495,0.0001,1500
7,0.004068586008236739,0.9985975179773716,0.9943294575770871,0.13308292990912698,0.7539515279241307,0.41091229793446055,0.0001,1750
8,0.0012162877950893766,0.9998957478668931,0.9994916172859725,0.23233639967585334,0.7343820562998645,0.42346840248256823,0.0001,2000
9,3.17336625045151e-05,1.0,1.0,0.23446247615225163,0.7357744994731297,0.4216866370220499,0.0001,2250
10,1.0566523499238501e-05,1.0,1.0,0.23633796270527543,0.7417958753575192,0.43435724411059357,0.0001,2500
11,4.711750121659652e-06,1.0,1.0,0.25761572581830966,0.7426238145416225,0.43520527165826867,0.0001,2750
12,2.6618572051224487e-06,1.0,1.0,0.2416735075234896,0.7429248833358423,0.4339379321511961,0.0001,3000
13,2.6672984366354468e-06,1.0,1.0,0.2657406929276926,0.7429248833358423,0.43373619476870756,0.0001,3250
14,1.8345701207583624e-06,1.0,1.0,0.2657559917004565,0.7452581664910433,0.4384586664264655,0.0001,3500
15,1.2770769277223146e-06,1.0,1.0,0.27111534990104674,0.7402905313864216,0.43313557377135387,0.0001,3750
16,1.7850330932013102e-06,1.0,1.0,0.26091519695452525,0.7448818304982688,0.4400577237530323,0.0001,4000
17,1.007902214669447e-06,1.0,0.9999999999999999,0.2689034556449861,0.7443549601083846,0.438993656046866,0.0001,4250
18,1.2193596825562611e-06,1.0,1.0,0.29161234941762165,0.7420969441517387,0.43632918955984124,0.0001,4500
19,7.580016940186897e-07,1.0,1.0,0.2824823529434495,0.7449194640975463,0.43927102783496264,0.0001,4750
20,5.095837501473657e-07,1.0,1.0,0.2763735120274229,0.7417958753575191,0.43691230591292224,0.0001,5000
21,5.181384653234199e-07,1.0,0.9999999999999998,0.28713168477235235,0.7457850368809272,0.43677628905667876,5e-05,5250
22,5.902369297533673e-07,1.0,1.0,0.2877816470969656,0.740742134577751,0.4354241520474571,5e-05,5500
23,1.28460041046659e-06,1.0,1.0,0.2876664396163366,0.7413819057654674,0.43401178908981064,5e-05,5750
24,4.101550045796222e-06,1.0,0.9999999999999999,0.2942236568520848,0.7351723618846906,0.45183744777649953,5e-05,6000
25,4.530954525983286e-07,1.0,1.0,0.2928662654170365,0.733478849917206,0.4517072226465092,5e-05,6250
26,6.064648298472377e-07,1.0,1.0,0.31236349300187877,0.7344196898991419,0.45068243032206773,5e-05,6400
