checkpoint_id,checkpoint_kind,checkpoint_path,checkpoint_order,step,existing_before_0,generated_now_0,images_used_0,fid_0,is_mean_0,is_std_0,is_splits_0,precision_0,recall_0,density_0,coverage_0,real_reference_0,existing_before_1,generated_now_1,images_used_1,fid_1,is_mean_1,is_std_1,is_splits_1,precision_1,recall_1,density_1,coverage_1,real_reference_1,fid_mean,is_mean_avg,precision_mean,recall_mean,density_mean,coverage_mean
step_75000,step,/mnt/MammoDiffusion/MammoDiffusion/experiments/diffusers/08_ldm_v3_sdvae_fromscratch/checkpoints_ldm/ldm_step075000.keras,12,75000,50,0,50,127.7382,1.7692,0.2943,10,0.38,0.1758,0.2333,0.0824,364,50,0,50,119.9757,1.6924,0.1773,10,0.54,0.0959,0.4133,0.2877,73,123.85695000000001,1.7308,0.46,0.13585,0.32330000000000003,0.18505
