epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5365017056465149,0.5473095178604126,0.9103480577468872,0.18698346614837646,0.5323529243469238,0.45995423197746277,0.5384238958358765,0.918769121170044,0.18773946166038513,0.6712328791618347
1,0.552180290222168,0.6002325415611267,0.7879225611686707,0.2028985470533371,0.5764706134796143,0.5835240483283997,0.5732725858688354,0.8805754780769348,0.2146596908569336,0.5616438388824463
2,0.5992160439491272,0.6375799775123596,0.7338767647743225,0.22591742873191833,0.5794117450714111,0.7025171518325806,0.6021376848220825,0.6075671911239624,0.23853211104869843,0.3561643958091736
3,0.6114649772644043,0.6620751619338989,0.7129842638969421,0.24290579557418823,0.6294117569923401,0.7070938348770142,0.6272016167640686,0.5853704810142517,0.2222222238779068,0.30136987566947937
4,0.6379225850105286,0.6886295676231384,0.6863104701042175,0.2581818103790283,0.6264705657958984,0.5835240483283997,0.6095890402793884,0.7117826342582703,0.2146596908569336,0.5616438388824463
5,0.6315531730651855,0.6997813582420349,0.6738106608390808,0.26321840286254883,0.6735293865203857,0.4828375279903412,0.6232500076293945,0.8417471051216125,0.20000000298023224,0.698630154132843
6,0.6403723955154419,0.7067365050315857,0.6675516366958618,0.26768869161605835,0.6676470637321472,0.44393593072891235,0.6342579126358032,0.9117372035980225,0.1964285671710968,0.7534246444702148
7,0.6609505414962769,0.747743546962738,0.6325214505195618,0.28536584973335266,0.6882352828979492,0.45080092549324036,0.6504027247428894,0.8693830966949463,0.20494699478149414,0.7945205569267273
8,0.6648701429367065,0.7545768618583679,0.62503582239151,0.29572445154190063,0.7323529124259949,0.7208238244056702,0.6411259770393372,0.5917487740516663,0.2752293646335602,0.4109589159488678
9,0.6888779997825623,0.7715755701065063,0.6096986532211304,0.3135271668434143,0.729411780834198,0.5903890132904053,0.648822009563446,0.6966769099235535,0.2239583283662796,0.5890411138534546
10,0.6991670727729797,0.7711251378059387,0.6124599575996399,0.3173333406448364,0.699999988079071,0.45995423197746277,0.6260160803794861,0.8777640461921692,0.19926199316978455,0.7397260069847107
11,0.6967173218727112,0.7816397547721863,0.6056123375892639,0.3204633295536041,0.7323529124259949,0.6064073443412781,0.6275214552879333,0.7494534254074097,0.2295081913471222,0.5753424763679504
12,0.7153356075286865,0.8026221990585327,0.5831575393676758,0.33738192915916443,0.7352941036224365,0.3707093894481659,0.6118846535682678,1.14234459400177,0.19018404185771942,0.8493150472640991
13,0.6947574615478516,0.7933136224746704,0.5927954912185669,0.31835687160491943,0.729411780834198,0.6201372742652893,0.59525066614151,0.7214008569717407,0.2075471729040146,0.45205479860305786
14,0.6932876110076904,0.7565558552742004,0.6355308294296265,0.3128272294998169,0.7029411792755127,0.6544622182846069,0.6046402454376221,0.6778229475021362,0.20000000298023224,0.3561643958091736
