seed,threshold,tp,tn,fp,fn,sensitivity_recall,specificity,precision_ppv,npv,f1,accuracy,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,ece,sensitivity_at_specificity_0_90
17,0.3959108889102936,56,214,150,17,0.7671232876712328,0.5879120879120879,0.27184466019417475,0.9264069264069265,0.4014336917562724,0.6178489702517163,0.6775176877916604,0.26530421502288876,0.7199307541773295,0.36583009006262934,0.1792407580413782,0.2309909146492214,"{'target_specificity': 0.9, 'sensitivity': 0.3013698630136986, 'achieved_specificity': 0.9010989010989011, 'threshold': 0.5043532252311707}"
42,0.31895750761032104,38,253,111,35,0.5205479452054794,0.695054945054945,0.2550335570469799,0.8784722222222222,0.3423423423423424,0.665903890160183,0.6078014451302123,0.1696591638459598,0.6370615685684179,0.3689193639016236,0.15950466955590906,0.12621588311190088,"{'target_specificity': 0.9, 'sensitivity': 0.273972602739726, 'achieved_specificity': 0.9120879120879121, 'threshold': 0.5672323703765869}"
73,0.46056175231933594,35,316,48,38,0.4794520547945205,0.8681318681318682,0.42168674698795183,0.8926553672316384,0.44871794871794873,0.8032036613272311,0.6737919614631943,0.33054540565771007,0.7246725876862863,0.38548573809903036,0.16309772311328727,0.1958713592019452,"{'target_specificity': 0.9, 'sensitivity': 0.3287671232876712, 'achieved_specificity': 0.9010989010989011, 'threshold': 0.5043503046035767}"
