seed,threshold,tp,tn,fp,fn,sensitivity_recall,specificity,precision_ppv,npv,f1,accuracy,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,ece,sensitivity_at_specificity_0_90
17,0.37688830494880676,39,300,65,34,0.5342465753424658,0.821917808219178,0.375,0.8982035928143712,0.44067796610169496,0.773972602739726,0.678082191780822,0.31193811761558876,0.7186338900356539,0.44670229073593337,0.15235211279281724,0.12647284868228584,"{'target_specificity': 0.9, 'sensitivity': 0.3561643835616438, 'achieved_specificity': 0.9041095890410958, 'threshold': 0.6534164547920227}"
42,0.5340239405632019,40,279,86,33,0.547945205479452,0.7643835616438356,0.31746031746031744,0.8942307692307693,0.4020100502512563,0.728310502283105,0.6561643835616437,0.25713268193136424,0.6996434603115032,0.4067876717194757,0.20654197800934643,0.2796876662364017,"{'target_specificity': 0.9, 'sensitivity': 0.3972602739726027, 'achieved_specificity': 0.9041095890410958, 'threshold': 0.6193408966064453}"
73,0.045839447528123856,52,246,119,21,0.7123287671232876,0.673972602739726,0.30409356725146197,0.9213483146067416,0.4262295081967213,0.680365296803653,0.6931506849315068,0.29510762068492863,0.744379808594483,0.4197759948670907,0.13757969876385776,0.10592126459458454,"{'target_specificity': 0.9, 'sensitivity': 0.410958904109589, 'achieved_specificity': 0.9041095890410958, 'threshold': 0.3585076630115509}"
