epoch,loss,auc,val_loss,val_auc
1,1.2373610909869424,0.5371961130131064,1.172114972937298,0.6162125545687189
2,1.131666605435184,0.6140263512812533,1.1210898240043587,0.6254704199909679
3,1.1023728069226453,0.6444530898779265,1.1501056422357974,0.5669878067138341
4,1.07168569081791,0.6745945291696926,1.2715082962398399,0.5833960559987957
5,1.0415457146591791,0.7032351212089774,1.1716951508271067,0.6054869787746501
6,1.0166329080891456,0.7252515821143272,1.1327012668212437,0.6296853831100406
7,0.9604204345251753,0.7642476743783932,1.2182601744850385,0.6313036278789703
8,0.8962589758158548,0.8022702908323822,1.1664958322075467,0.6467334035827187
9,0.8220029197914351,0.8431752948092818,1.6290746449878615,0.628330573536053
10,0.7917258199788028,0.8552010927827921,1.226126023642804,0.6532816498569923
11,0.7075810480036028,0.8909326693640419,1.291696646529968,0.640185157308445
12,0.6236990946639349,0.9235415153715807,1.45946645054719,0.6164383561643835
13,0.5629910577283894,0.9371719057993567,1.4584685135760624,0.6603191329218726
14,0.4650724949876448,0.9665611923781858,1.7145349781627786,0.6411259972903809
15,0.40338124992624325,0.9773472351903725,1.9946799739274608,0.6357443925937076
16,0.3336984741226357,0.986552892762043,2.146415735000331,0.6269381303627879
17,0.27424271363127994,0.991485977106892,2.089023317843335,0.6413517988860454
18,0.2088506927477385,0.9977366255144032,2.0165039869004038,0.6369486677705856
19,0.18298809947277156,0.9979925303454715,2.188911389431637,0.6142932410055697
20,0.13980304279320382,0.9993636960957223,2.2419874458754907,0.6170781273521
