epoch,phase,loss,auc,val_loss,val_auc
1,head_training,0.6833075881004333,0.7777777777777778,0.7019325494766235,0.375
1,fine_tuning,0.08069711923599243,0.9444444444444445,0.08621038496494293,0.375
