epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.058904137341123736,0.8123317452357072,0.8412231372876392,0.05533733935834887,0.6444377540267952,0.23251653904547534,5e-05,250
2,0.03873914741744503,0.9184258796064699,0.9423178820425815,0.05139250504343133,0.699721511365347,0.27931349550788026,5e-05,500
3,0.03437597470070736,0.9325214248745202,0.9523323207019377,0.05055165544015865,0.7146996838777662,0.3299184292574132,5e-05,750
4,0.03278540466894835,0.938836276793866,0.9558495036852799,0.051585158465315056,0.7030332681017613,0.32215268271458986,5e-05,1000
5,0.030079891309179423,0.9500165498149429,0.963052237752904,0.051307337976634095,0.7199307541773295,0.36583009006262934,5e-05,1250
6,0.02791183875173211,0.9581760280842527,0.9681926121961123,0.052596667598191336,0.7054041848562397,0.34872750988331774,5e-05,1500
7,0.0260854756723554,0.9647587537329358,0.9721535017936721,0.05310219553569907,0.7120653319283455,0.3431959793715822,5e-05,1750
8,0.02253018632115172,0.9760226509926171,0.9807575167917285,0.06396370763875527,0.6748457022429625,0.3347824283730525,5e-05,2000
9,0.020101123335773595,0.9820369124016282,0.9847095653295771,0.06751568532747045,0.6720984494957097,0.3470963995522653,5e-05,2250
10,0.01601102109199822,0.9899361399714729,0.990871286117227,0.07570499962609202,0.6725124190877615,0.3303166565834085,2.5e-05,2500
11,0.01507986878787816,0.9905029923573085,0.9918616065410288,0.07555198724844091,0.6719102814993225,0.3491949667187201,2.5e-05,2750
12,0.012378576573818776,0.9941360228064592,0.9947800913885164,0.09834975283806056,0.6463570675899444,0.32934960883798803,2.5e-05,3000
13,0.01119671653653973,0.9951441435454812,0.9955333956757131,0.11451071789765249,0.6439485172361885,0.3338858512479841,2.5e-05,3250
14,0.010424711113260722,0.9956648960645793,0.9959875136562181,0.10868174107468237,0.6408625620954389,0.3209366526317067,1.25e-05,3500
15,0.010028704187077735,0.996225809978315,0.9964852568123188,0.10703048351257016,0.6452656932108987,0.3263803465291681,1.25e-05,3750
