epoch,loss,auc,pr_auc,val_loss,val_auc,val_pr_auc,learning_rate,optimizer_steps
1,0.04155757092499082,0.8919748628288847,0.9260704924526901,0.054615050792966885,0.6305133222941441,0.24241016494904677,0.0001,250
2,0.031716950663072084,0.9312991225641828,0.9525863511477122,0.05168815306654238,0.7010763209393346,0.3604066587236985,0.0001,500
3,0.027664703529979563,0.955173529223698,0.9669673259140836,0.061839818238393664,0.7094309799789251,0.32608068799685935,0.0001,750
4,0.019380002506890814,0.9819828765611898,0.985576497775992,0.09418617049764919,0.719893120578052,0.3980909897485233,0.0001,1000
5,0.010387941259917733,0.9950419832167441,0.9957616781443639,0.10561200398823899,0.7469140448592503,0.45359797866037516,0.0001,1250
6,0.005709476839395586,0.9985365412069223,0.9986246522131855,0.14265076197722174,0.7536504591299111,0.5060013611593478,0.0001,1500
7,0.003660250821085746,0.9993821129730196,0.9994361525961052,0.09631678297288836,0.7026192985097095,0.42531966829956336,0.0001,1750
8,0.0025542331909382317,0.9997115519433499,0.9997252556431728,0.18602573168505296,0.7240704500978473,0.40724065029419465,0.0001,2000
9,0.003054604477073535,0.9996135776913211,0.9996285806975818,0.12019721084451239,0.7228661749209694,0.38967982223548625,0.0001,2250
10,0.0016480787525842138,0.9998877883650952,0.9998884674592794,0.14854588102148655,0.7423980129459582,0.5005484396000357,0.0001,2500
11,0.0005352592334614333,0.9999869607943686,0.9999870212949051,0.21166232711449318,0.721624266144814,0.46149901558773215,5e-05,2750
12,5.405836163584475e-05,1.0,1.0,0.2434360586267514,0.7185759446033418,0.44013871574930197,5e-05,3000
13,0.00015918282472456325,0.9999987462415456,0.9999987468686754,0.2877864129524857,0.699721511365347,0.4223451969716317,5e-05,3250
14,0.00014189264066450467,0.999999749234161,0.9999997455668846,0.2596087888997657,0.6998720457624568,0.4241645321904368,5e-05,3500
15,7.312715618973846e-06,1.0,1.0,0.26557845996148793,0.7048773144663556,0.42728090845304,2.5e-05,3750
16,7.0260911171939665e-06,1.0,1.0,0.275039173962675,0.7016408249284961,0.43155111490771736,2.5e-05,4000
